titolo,categoria,ingredienti
Gaufre al cacao con crema al mandarino,DOLCI,"['Uova (medie) 2', 'Latte intero 65 g', 'Burro 125 g', 'Zucchero 150 g', 'Farina 00 130 g', 'Cacao amaro in polvere 30 g', 'Lievito in polvere per dolci 4 g', 'Latte intero 200 g', 'Panna fresca liquida 50 g', 'Scorza di mandarino (non trattata) 2', 'Tuorli 3', 'Zucchero 70 g', 'Amido di mais (maizena) 5 g', 'Zucchero a velo q.b.']"
Scones salati alle patate,ANTIPASTI,"['Patate 420 g', 'Farina 00 220 g', 'Burro 50 g', 'Latte intero 160 g', 'Timo 5 rametti', 'Sale fino 1 pizzico', 'Noce moscata da grattugiare q.b.', 'Lievito istantaneo per preparazioni salate 12 g', 'Prosciutto crudo (a fette) 150 g', 'Ricotta 250 g', 'Mortadella (a fette) 150 g', 'Zucchine 100 g', 'Semi di sesamo q.b.', 'Semi di sesamo nero q.b.', 'Semi di papavero q.b.']"
Mousse al cioccolato con frollini all'arancia,DOLCI,"['Gelatina in fogli 2', 'Cioccolato fondente 75 g', 'Panna fresca liquida 200 g', 'Zucchero 15 g', 'Burro 50 g', 'Zucchero 10 g', ""Scorza d'arancia 1"", 'Farina 00 75 g']"
Pane con le barbabietole,LIEVITATI,"['Lievito di birra secco 1,5 g', 'Farina 00 150 g', 'Acqua a temperatura ambiente 150 g', 'Acqua a temperatura ambiente 190 g', 'Farina 00 370 g', 'Sale fino 10 g', 'Lievito di birra secco 1,5 g', 'Barbabietole 190 g', 'Olio extravergine di oliva 10 g']"
Semifreddo foresta nera,DOLCI,"['Cioccolato fondente al 55% 220 g', 'Farina 00 190 g', 'Uova (circa 2) a temperatura ambiente 110 g', 'Zucchero 90 g', 'Burro morbido 60 g', 'Cacao amaro in polvere 10 g', 'Lievito in polvere per dolci 2 g', 'Sale fino 1 pizzico', 'Panna fresca liquida 385 g', 'Zucchero 25 g', 'Gelatina in fogli 6 g', 'Amarene sciroppate sgocciolate 50 g', 'Zucchero a velo 25 g', 'Amarene sciroppate sgocciolate 50 g', 'Sciroppo di amarene 50 g', 'Cioccolato fondente 100 g', 'Amarene sciroppate 6']"
Crostoni al formaggio,ANTIPASTI,"['Pane casereccio 8 fette', 'Emmentaler 50 g', 'Edamer 50 g', 'Panna fresca liquida 30 g', 'Grana Padano DOP da grattugiare 10 g', 'Rosmarino 1 rametto', 'Pepe nero 2 pizzichi', 'Burro q.b.']"
Crostata salata rustica alla birra,SECONDI PIATTI,"['Birra chiara fredda 140 ml', 'Farina 00 400 g', 'Burro 200 g', 'Sale fino 1 pizzico', 'Zucchine baby con i fiori 500 g', 'Ricotta vaccina 400 g', 'Luganega 250 g', 'Parmigiano Reggiano DOP da grattugiare 80 g', 'Uova medie 3', 'Latte intero 30 ml', 'Birra chiara 30 ml', 'Maggiorana 4 rametti', 'Sale fino q.b.', 'Pepe nero q.b.', 'Uova 1']"
Bignè craquelin con Chantilly e Nutella®,DOLCI,"['Latte intero 65 g', 'Acqua 55 g', 'Burro 45 g', 'Farina 00 75 g', 'Zucchero 7 g', 'Uova (circa 2 medie) 112 g', 'Sale fino 1 pizzico', 'Zucchero 80 g', 'Farina 00 80 g', 'Burro freddo 60 g', 'Nutella® 168 g', 'Panna fresca liquida 150 g', 'Zucchero a velo 30 g', 'Baccello di vaniglia ½']"
Whoopie con Nutella®,DOLCI,"['Farina 00 280 g', 'Uova (1 medio) 53 g', 'Cacao amaro in polvere 30 g', 'Bicarbonato q.b.', 'Sale fino 1 pizzico', 'Zucchero di canna 180 g', 'Latte di riso 130 g', 'Olio di semi di girasole 40 g', 'Formaggio fresco spalmabile (mascarpone preferibilmente) 250 g', 'Nutella® 180 g', 'Decorazione alimentare natalizie q.b.', 'Zucchero a velo 100 g', 'Acqua q.b.']"
"Spaghetti con cipolle rosse, noci e gorgonzola",PRIMI PIATTI,"['Spaghetti 320 g', 'Gorgonzola 350 g', 'Gherigli di noci 50 g', 'Cipolle rosse 350 g', 'Latte intero 100 g', 'Burro 30 g', 'Olio extravergine di oliva 20 g', 'Vino bianco secco 80 g', 'Sale fino 1 pizzico', 'Pepe nero 1 pizzico']"
Dolci tombe di Halloween,DOLCI,"['Codetta di cioccolato 8 cucchiai', 'Budino di cioccolato 500 ml', 'Zucchero a velo 2 cucchiai', 'Acqua bollente 2 cucchiaini', 'Cioccolato fondente 25 g', 'Biscotti secchi (tipo Oro Saiwa) 8', 'Caramelle di zucchero colorate q.b.', 'Origano fresco q.b.']"
Risotto alla milanese in vasocottura,PRIMI PIATTI,"['Riso vialone nano 120 g', 'Cipolle (peso da mondata) 60 g', 'Burro 30 g', 'Zafferano in pistilli 1 g', 'Brodo di carne 230 g', 'Vino bianco 30 g', 'Sale fino 2 pizzichi', 'Grana Padano DOP 2 cucchiai', 'Burro 16 g']"
Cheesecake cervello di Halloween,DOLCI,"['Biscotti secchi al cioccolato 180 g', 'Burro 60 g', 'Lamponi 400 g', 'Zucchero 130 g', 'Acqua 100 g', 'Gelatina in fogli 12 g', 'Formaggio fresco spalmabile 350 g', 'Panna fresca liquida 170 g', 'Zucchero a velo 70 g']"
Crostino di patate dolci,ANTIPASTI,"['Patate dolci (o americane) 180 g', 'Uova 4', 'Bacon 4 fette', 'Fiocchi di sale q.b.', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Pepe nero q.b.', 'Paprika dolce q.b.', 'Rosmarino 2 rametti', 'Songino 20 g', 'Aceto di vino bianco 1 cucchiaio']"
Focaccia della befana,LIEVITATI,"['Farina Manitoba 500 g', 'Lievito madre 80 g', 'Latte intero 200 g', 'Uova (1 piccolo) 50 g', 'Zucchero 100 g', 'Burro 85 g', 'Sale fino 3 g', 'Canditi 100 g', 'Latte intero q.b.', 'Granella di zucchero q.b.']"
Zucca allo zenzero,CONTORNI,"['Zucca mantovana 1 kg', 'Zenzero fresco 40 g', 'Porri 1', 'Brodo vegetale 500 ml', 'Paprika dolce 1 cucchiaino', 'Amaretti 3', 'Olio extravergine di oliva 20 g', 'Sale fino q.b.', 'Pepe nero q.b.']"
Crostata alla crema e prugne,DOLCI,"['Burro (a temperatura ambiente) 100 g', 'Farina di Kamut® 250 g', 'Zucchero di canna 80 g', 'Uova (1 medio, a temperatura ambiente) 55 g', 'Sale fino 1 pizzico', 'Scorza di limone 1', 'Farina di mandorle 80 g', 'Farina 00 80 g', 'Olio extravergine di oliva 70 g', 'Latte di mandorle 110 g', 'Zucchero di canna 80 g', 'Uova (1 medio, a temperatura ambiente) 55 g', 'Confettura di prugne 50 g', 'Prugne 150 g', 'Sale fino 1 pizzico', 'Prugne 150 g', 'Mandorle in scaglie 30 g', 'Zucchero di canna a velo q.b.']"
"Panino con tonno, verdure grigliate e stracciatella",PIATTI UNICI,"['Pane senza glutine (mini baguette) 4', 'Peperoni rossi 300 g', 'Zucchine 300 g', 'Stracciatella 160 g', ""Tonno sott'olio filetti 120 g"", 'Olio extravergine di oliva 50 g', 'Prezzemolo 15 g', 'Sale fino q.b.']"
Verdure in crosta,SECONDI PIATTI,"['Pasta Sfoglia rotoli da 230 g ciascuno 2', 'Patate 200 g', 'Funghi portobello 150 g', 'Cavolo rosso 100 g', 'Taleggio 200 g', 'Fontina 100 g', 'Aglio 1 spicchio', 'Rosmarino rametto 1', 'Salvia qualche foglia', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Pepe nero q.b.', 'Uova 1', 'Latte intero q.b.']"
Ravioli di pollo,PRIMI PIATTI,"['Farina 00 300 g', 'Uova medie 3', 'Pollo in parti 1 kg', 'Uova medio 1', 'Pepe nero q.b.', 'Sale fino q.b.', 'Maggiorana q.b.', 'Acqua 4 l', 'Olio extravergine di oliva q.b.', 'Pecorino 150 g', 'Panna fresca liquida 200 g']"
Grissini al cioccolato,LIEVITATI,"['Farina 0 350 g', 'Latte intero 150 g', 'Olio di semi di arachide 30 g', 'Lievito di birra fresco 8 g', 'Sale fino 1 pizzico', 'Gocce di cioccolato fondente 60 g', 'Zucchero 45 g', 'Latte intero 40 g', 'Zucchero q.b.']"
Bocconcini di pane con tonno e avocado,ANTIPASTI,"[""Tonno sott'olio in olio extravergine di oliva (sgocciolato) 104 g"", 'Baguette medie 2', 'Olio extravergine di oliva 4 cucchiaini', 'Asiago 120 g', 'Avocado (circa 1) 165 g', 'Pomodori secchi 30 g', 'Senape 2 cucchiaini']"
"Coppe di amaretti, castagne e mascarpone",DOLCI,"['Castagne 350 g', 'Cioccolato fondente 120 g', 'Mascarpone 250 g', 'Burro 50 g', 'Amaretti 50 g', 'Amaretto (liquore) 1 bicchierino', 'Zucchero a velo 100 g', 'Baccello di vaniglia 1']"
Zeppole di Carnevale,DOLCI,"['Patate 300 g', 'Farina 00 300 g', 'Zucchero 100 g', 'Burro morbido 50 g', 'Latte intero tiepido 50 g', 'Uova 1', 'Tuorli 1', 'Lievito di birra secco 7 g', 'Limoncello 1 cucchiaio', 'Sale fino q.b.', 'Farina 00 q.b.', 'Olio di semi di arachide 1 l', 'Zucchero 120 g']"
Basmati con caponata di verdure,PRIMI PIATTI,"['Riso Basmati 320 g', 'Melanzane 1,3 kg', 'Peperoni gialli e rossi 650 g', 'Pomodorini datterini 300 g', 'Cipolle rosse 250 g', 'Sedano 200 g', 'Olive verdi 150 g', 'Pinoli 80 g', 'Capperi sotto sale 70 g', 'Uva passa 60 g', ""Acciughe sott'olio piccanti 6 filetti"", 'Concentrato di pomodoro 2 cucchiai', 'Aceto di vino bianco 25 g', 'Zucchero 20 g', 'Basilico q.b.', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Olio di semi di girasole q.b.']"
Zucca sott'olio,MARMELLATE E CONSERVE,"['Zucca delica da pulire 900 g', 'Acqua 300 g', 'Aceto di vino bianco 300 g', 'Olio extravergine di oliva q.b.', 'Aglio 2 spicchi', 'Alloro q.b.', 'Timo q.b.']"
Sfoglie classiche con insalata di polpo,ANTIPASTI,"['Sfoglie croccanti al forno 12', 'Olio extravergine di oliva q.b.', 'Succo di limone ½', 'Carote 1', 'Sedano 1', 'Sale fino q.b.', 'Polpo 400 g', 'Aglio 1 spicchio', 'Alloro 1 foglia', 'Carote ½', 'Chiodi di garofano 1', 'Sedano ½ costa', 'Sale fino q.b.', 'Prezzemolo da tritare 1 ciuffo', 'Pepe nero q.b.', 'Olio extravergine di oliva q.b.', 'Succo di limone 2 cucchiai']"
Gamberi in pasta kataifi con salsa agli asparagi,SECONDI PIATTI,"['Gamberi 600 g', 'Pasta kataifi 100 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Maggiorana q.b.', 'Patate 200 g', 'Asparagi 300 g', 'Olio extravergine di oliva 30 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Succo di limone ½', 'Scorza di limone 1', 'Maggiorana q.b.']"
Farro con pesce spada,PIATTI UNICI,"['Farro perlato 250 g', 'Pesce spada 250 g', 'Mandorle pelate 100 g', 'Olive nere 10', 'Arance 1', 'Limoni ½', 'Olio extravergine di oliva 3 cucchiai', 'Prezzemolo 1 ciuffo', 'Sale fino q.b.']"
Risotto con crema di zucca e pecorino,PRIMI PIATTI,"['Riso Carnaroli 320 g', 'Burro 25 g', 'Nocciole tostate q.b.', 'Caffè in polvere q.b.', 'Salvia q.b.', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Carote 2', 'Sedano 3 coste', 'Cipolle rosse 1', 'Chiodi di garofano 2', 'Pepe nero in grani q.b.', 'Acqua q.b.', 'Panna fresca liquida 125 g', 'Pecorino (da grattugiare) 50 g', 'Parmigiano Reggiano DOP (da grattugiare) 50 g', 'Zucca delica 600 g', 'Pomodorini ciliegino 100 g', 'Cipolle rosse ½', 'Burro 85 g', 'Peperoncino fresco 2', 'Salvia 4 foglie', 'Curry 1 cucchiaino', 'Brodo vegetale q.b.', 'Panna fresca liquida q.b.', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Pepe nero q.b.', 'Burro (da grattugiare) 60 g', 'Parmigiano Reggiano DOP 50 g']"
Vellutata di zafferano e patate,PRIMI PIATTI,"['Patate 500 g', 'Zafferano una bustina da 0,15 g', 'Porri 250 g', 'Acqua 750 g', 'Panna fresca liquida 50 g', 'Maggiorana 3 rametti', 'Sale fino q.b.', 'Olio extravergine di oliva q.b.', 'Gamberi 8', 'Lardo (16 fettine) 40 g']"
Gnocchi speck e toma,PRIMI PIATTI,"['Gnocchi di patate 700 g', 'Speck 100 g', 'Toma piemontese 100 g', 'Panna fresca liquida 300 g', 'Gherigli di noci 50 g', 'Rosmarino q.b.', 'Asiago stagionato q.b.', 'Sale fino q.b.']"
Pasta al lardo con verza e patate,PRIMI PIATTI,"['Ditaloni 320 g', 'Patate 800 g', 'Verza (da pulire) 320 g', 'Lardo 80 g', 'Cipolle dorate 1', 'Grana Padano DOP (da grattugiare) 60 g', 'Rosmarino q.b.', 'Acqua q.b.', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Pepe nero q.b.']"
Rose di Carnevale,DOLCI,"['Farina 00 240 g', 'Zucchero 20 g', 'Uova (circa 2 medie) 120 g', 'Burro morbido 20 g', 'Vino bianco 12 g', 'Olio di semi di arachide q.b.', 'Zucchero a velo q.b.', 'Ciliegie candite 8', 'Latte intero 200 g', 'Uova (1 medio) 60 g', 'Zucchero 40 g', 'Amido di mais (maizena) 12 g', 'Scorza di limone 1']"
Merendina bigusto,DOLCI,"['Farina 00 200 g', 'Zucchero 160 g', 'Uova (circa 4) 200 g', 'Burro ammorbidito a temperatura ambiente 160 g', 'Lievito in polvere per dolci 8 g', 'Scorza di limone 1', 'Cacao amaro in polvere 20 g', 'Latte intero 30 g', 'Confettura di albicocche 200 g', 'Zucchero a velo q.b.']"
Cestini di pasta kataifi con Nutella®,DOLCI,"['Pasta kataifi 250 g', 'Acqua 150 g', 'Zucchero 230 g', 'Nutella® 330 g', 'Granella di pistacchi q.b.', 'Melagrana q.b.']"
Pasta con pesto di rucola e cozze,PRIMI PIATTI,"['Linguine 320 g', 'Cozze 1 kg', 'Rucola 100 g', 'Pinoli 70 g', 'Olio extravergine di oliva 100', 'Grana Padano DOP 70 g', 'Acqua 30 g', 'Sale fino q.b.', 'Pepe nero q.b.']"
Bavette ai carciofi e sardine,PRIMI PIATTI,"['Linguine 320 g', 'Cipollotti 150 g', 'Carciofi 700 g', 'Olio extravergine di oliva 100 g', 'Prezzemolo 6 g', 'Vino bianco 50 g', 'Succo di limone 1', 'Pinoli 50 g', 'Sardine 100 g']"
Maritozzi alla cannella e mascarpone,LIEVITATI,"['Farina Manitoba 525 g', 'Acqua 100 g', 'Latte intero a temperatura ambiente 150 g', 'Lievito di birra secco (con pasta madre disidratata) 21 g', 'Miele di castagno 5 g', 'Zucchero 120 g', 'Burro morbido 90 g', 'Uova (2 medie) 120 g', 'Sale fino 8 g', 'Cannella in polvere 5 g', 'Mascarpone 400 g', 'Zucchero a velo 60 g', 'Panna fresca liquida 150 g', 'Estratto di vaniglia 1 cucchiaino', 'Tuorli 1', 'Panna fresca liquida 30 g', 'Acqua 100 g', 'Zucchero 80 g']"
Cimitero delle streghe,DOLCI,"['Burro 150 g', 'Farina 00 120 g', 'Uova (medie) 2', 'Cioccolato fondente 200 g', 'Cacao amaro in polvere 2 cucchiai', 'Zucchero 120 g', 'Lievito in polvere per dolci 1 cucchiaino', 'Nocciole 60 g', 'Baccello di vaniglia 1', 'Zucchero a velo 5 cucchiai', 'Cacao amaro in polvere 2 cucchiai', 'Acqua bollente q.b.', 'Zucchero a velo 6 cucchiai', 'Acqua bollente q.b.', 'Biscotti secchi 6', 'Codette al cioccolato fondente q.b.', 'Cioccolato fondente in scagliette q.b.', 'Coloranti alimentari in gel q.b.']"
Crostata di mele e caramello,DOLCI,"['Burro morbido 150 g', 'Zucchero 150 g', 'Sale fino 2 g', 'Uova (1 medio) 50 g', 'Farina 00 150 g', 'Farina di mandorle 150 g', 'Lievito in polvere per dolci 7 g', 'Cannella in polvere 1 cucchiaino', 'Zucchero 250 g', 'Acqua 80 g', 'Burro 60 g', 'Mele Golden 800 g']"
Biscotti alla quinoa e cioccolato,DOLCI,"['Farina di quinoa 120 g', 'Farina di mais fumetto 100 g', 'Gocce di cioccolato fondente 40 g', 'Cacao amaro in polvere 20 g', 'Uova 1', 'Zucchero grezzo di canna 80 g', 'Latte di riso 50 g', 'Olio extravergine di oliva 30 g', ""Scorza d'arancia 1"", 'Cannella in polvere 1 pizzico', 'Lievito in polvere per dolci 5 g', 'Sale fino 1 pizzico', 'Farina di mais fumetto 20 g']"
Ovetti ripieni,DOLCI,"['Ovetti di cioccolato al latte 4', 'Panna fresca liquida 250 ml', 'Zucchero 75 g', 'Cioccolato fondente 50 g', 'Gelatina in fogli 4 g', 'Baccello di vaniglia ½', 'Cioccolato fondente scaglie q.b.', 'Ovetti di cioccolato al latte 4', 'Mascarpone 125 g', 'Zucchero 30 g', 'Caffè in polvere 1 cucchiaino', 'Savoiardi 3', 'Chicchi di caffè 4', 'Uova medie 2', 'Cacao amaro in polvere per spolverizzare q.b.', 'Caffè per la bagna q.b.', 'Ovetti di cioccolato al latte 4', ""Succo d'arancia 50 ml"", ""Scorza d'arancia ½"", 'Zucchero 75 g', 'Albumi (circa 1) 35 g', 'Panna fresca liquida 150 ml', 'Acqua 15 ml', 'Gelatina in fogli 4 g', 'Sale fino 1 pizzico', 'Menta per decorare q.b.', 'Arance per decorare q.b.']"
Caramelle ripiene di patate e salsiccia alle erbe aromatiche,ANTIPASTI,"['Dischetti di pasta 16', 'Salsiccia 150 g', 'Patate 150 g', 'Burro 50 g', 'Acqua 20 g', 'Timo q.b.', 'Maggiorana q.b.', 'Sale fino q.b.', 'Pepe nero q.b.']"
Crostini di finferli e groviera,ANTIPASTI,"['Pane 8 fette', 'Prezzemolo 1 ciuffo', 'Aglio 1 spicchio', 'Olio extravergine di oliva 3 cucchiai', 'Sale fino q.b.', 'Funghi finferli (gallinacci) 150 g', 'Groviera da grattugiare 8 cucchiai', 'Pepe nero q.b.']"
Cake millerighe,DOLCI,"['Burro morbido 265 g', 'Zucchero a velo 250 g', 'Uova ( circa 7 medie) 400 g', 'Farina 00 150 g', 'Amido di mais (maizena) 100 g', 'Cacao amaro in polvere 20 g', 'Confettura di albicocche q.b.', 'Acqua 125 g', 'Panna fresca liquida 65 g', 'Zucchero 150 g', 'Cacao amaro in polvere 50 g', 'Gelatina in fogli 10 g']"
Mousse alla nocciola e cuore ai 5 luppoli,DOLCI,"['Birra rossa 330 ml', 'Zucchero di canna 60 g', 'Gelatina in fogli 10 g', 'Latte intero 200 ml', 'Tuorli 5', 'Zucchero 80 g', 'Panna fresca liquida 200 ml', 'Nocciole tostate 50 g', 'Baccello di vaniglia 1', 'Gelatina in fogli 8 g', 'Cioccolato al latte 200 g', 'Riso soffiato 50 g', 'Granella di nocciole q.b.', 'Lamponi (frutti di bosco misti) q.b.']"
"Rustico con patate, funghi e scamorza",TORTE SALATE,"['Farina 00 200 g', 'Acqua 70 g', 'Olio extravergine di oliva 50 g', 'Sale fino q.b.', 'Patate 250 g', 'Scamorza (provola) 30 g', 'Funghi champignon 200 g', 'Zucchine 60 g', 'Grana Padano DOP 20 g', 'Prosciutto cotto 70 g', 'Olio extravergine di oliva q.b.', 'Prezzemolo q.b.']"
Babka al cioccolato,LIEVITATI,"['Farina Manitoba (con almeno 12,5 g di proteine) 500 g', 'Lievito di birra fresco 25 g', 'Cacao amaro in polvere 25 g', 'Acqua 160 ml', 'Latte intero 160 ml', 'Sale fino 8 g', 'Crema spalmabile alle nocciole 100 g', 'Gocce di cioccolato fondente 20 g', 'Tuorli 3', 'Latte intero q.b.']"
Sfoglie alla marmellata di cipolle,ANTIPASTI,"['Pasta Sfoglia rettangolare 230 g', 'Cipolle rosse di Tropea 250 g', 'Zucchero 50 g', 'Zucchero di canna 50 g', 'Vino bianco 25 ml', 'Cognac 7,5 ml', 'Alloro 1 foglia', 'Uova 1']"
Carotine al miele,CONTORNI,"['Carote baby 600 g', 'Miele millefiori 2 cucchiaini', 'Aceto di vino bianco 1 cucchiaio', 'Olio extravergine di oliva 3 cucchiai', 'Mandorle in scaglie 20 g', 'Sale fino q.b.', 'Pepe nero q.b.']"
Panini morbidi alle acciughe,LIEVITATI,"['Farina 0 500 g', 'Acqua 250 g', ""Acciughe sott'olio 30 g"", 'Lievito di birra fresco 12 g', 'Zucchero 1 cucchiaino', 'Sale fino 1 cucchiaino', 'Olio di semi q.b.']"
"Pasta al pesto di nocciole, zucchine e Grana Padano",PRIMI PIATTI,"['Casarecce 320 g', 'Zucchine 300 g', 'Nocciole intere spellate 80 g', 'Grana Padano DOP 100 g', 'Olio extravergine di oliva 100 g', 'Maggiorana q.b.', 'Sale fino q.b.', 'Pepe nero q.b.']"
Club Sandwich altoatesino,PIATTI UNICI,"['Pane senza glutine (con lievito madre) 6 fette', 'Speck senza glutine 8 fette', 'Formaggio puzzone 120 g', 'Mele Granny Smith ½', 'Gherigli di noci 40 g', 'Miele di acacia 20 g', 'Burro q.b.']"
Cannelloni con crema di broccoletti alla ricotta e ragù speziato,PRIMI PIATTI,"[""Cannelloni all'uovo 12"", 'Grana Padano DOP (da grattugiare) 60 g', 'Sedano 80 g', 'Carote 80 g', 'Cipolle 80 g', 'Maiale macinato 500 g', 'Vino bianco 50 ml', 'Alloro 2 foglie', 'Semi di finocchio (da tritare) 6 g', 'Paprika dolce 6 g', 'Olio extravergine di oliva 40 ml', 'Sale fino q.b.', 'Pepe nero q.b.', 'Broccoli 500 g', 'Olio di oliva 30 ml', 'Sale fino q.b.', 'Pepe nero q.b.', 'Aglio fresco 1 spicchio', 'Ricotta vaccina 500 g', 'Latte intero 100 ml', 'Noce moscata (da grattugiare) q.b.', 'Sale fino q.b.']"
Pasta con le polpettine di pesce,PRIMI PIATTI,"['Spaghetti 320 g', 'Olio extravergine di oliva 10 g', 'Burro 10 g', 'Aglio 1 spicchio', 'Brandy 50 g', 'Panna fresca liquida 200 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Gamberi interi 120 g', 'Filetti di platessa 80 g', 'Filetto di merluzzo 80 g', 'Pane solo la mollica 80 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Uova medio 1', 'Grana Padano DOP (da grattugiare) 50 g', 'Zafferano (una bustina) 0,15 g', 'Aglio 1 spicchio', 'Olio extravergine di oliva 10 g']"
Passatelli con ragù di mele,PRIMI PIATTI,"['Pangrattato 150 g', 'Parmigiano Reggiano DOP 150 g', 'Uova (3 medie) 170 g', 'Scorza di limone ½', 'Brodo di carne 1 l', 'Noce moscata q.b.', 'Sale fino q.b.', 'Mele Fuji 490 g', 'Formaggio di Fossa 180 g', 'Scalogno 1', 'Olio extravergine di oliva 20 g', 'Burro 20 g', 'Sale fino q.b.', 'Pepe nero q.b.', 'Maggiorana 4 rametti', 'Scorza di limone 1']"
Crocchette di riso con tonno e limone,ANTIPASTI,"['Riso Carnaroli 500 g', 'Succo di limone 100 ml', 'Scalogno 80 g', 'Parmigiano Reggiano DOP 100 g', 'Burro 15 g', 'Olio di oliva 30 g', 'Succo di limone 100 ml', 'Acqua 1 l', 'Pepe nero in grani 10 g', 'Carote 100 g', 'Sedano 100 g', 'Cipolle bianche 200 g', ""Tonno sott'olio 200 g"", 'Uova (medie) 2', 'Pangrattato 150 g', 'Sale fino 15 g', 'Pepe nero q.b.', 'Olio di semi di arachide q.b.']"
Pane alle carote,LIEVITATI,"['Farina Manitoba 150 g', 'Lievito di birra secco 1,5 g', 'Acqua a temperatura ambiente 150 g', 'Carote 270 g', 'Farina 00 370 g', 'Acqua a temperatura ambiente 190 g', 'Sale fino 10 g', 'Lievito di birra secco 1,5 g', 'Olio extravergine di oliva 10 g', 'Farina 00 50 g']"
Gingerbread bundt cake,DOLCI,"['Farina 00 180 g', 'Cacao amaro in polvere 50 g', 'Zenzero in polvere 1 cucchiaino', 'Cannella in polvere 1 cucchiaino', 'Noce moscata 1 pizzico', 'Mirtilli rossi disidratati 50 g', 'Lievito in polvere per dolci 8 g', 'Zucchero di canna 180 g', 'Uova a temperatura ambiente 6', 'Burro a temperatura ambiente 200 g', 'Sale fino 1 pizzico', 'Cioccolato fondente da fondere 150 g', 'Cioccolato bianco 200 g', 'Panna fresca liquida 100 g', 'Mirtilli rossi disidratati 30 g', 'Zucchero 2 cucchiaini', 'Zucchero di canna 2 cucchiaini', 'Rosmarino q.b.', 'Cannella in polvere 1 cucchiaino']"
Ciambelline cocco e frutti rossi,DOLCI,"['Farina 0 250 g', 'Zucchero 125 g', 'Latte di cocco 100 g', 'Olio di cocco 90 g', 'Uova (circa 2 medie) 120 g', 'Lamponi 15 g', 'Mirtilli 15 g', 'Lievito in polvere per dolci 1 cucchiaino', 'Sale fino ½ cucchiaino', 'Zucchero a velo q.b.']"
Frappè fiordilatte con ribes e mirtilli,BEVANDE,"['Yogurt alla frutta da bere, probiotico ai frutti rossi e melograno 400 g', 'Gelato al fiordilatte 150 g', 'Mirtilli congelati 100 g', 'Ribes congelati 50 g', 'Panna fresca liquida 100 g', 'Menta q.b.']"
Pere alla bella Elena,DOLCI,"['Pere kaiser sode 2', 'Zucchero 300 g', 'Cioccolato fondente 160 g', 'Acqua 1 l', 'Cannella in stecche 2', 'Gelato alla panna q.b.', 'Mandorle in scaglie q.b.']"
Insalata di riso primavera,PRIMI PIATTI,"['Riso per insalata 300 g', 'Fagiolini 250 g', 'Fagiolini piattoni 200 g', 'Cetrioli (circa 1) 180 g', 'Mandorle in scaglie 10 g', 'Olio di sesamo 20 g', 'Aceto di riso 20 g', 'Salsa di soia (a basso contenuto di sale) 10 g', 'Miso 10 g', 'Semi di sesamo q.b.', 'Semi di sesamo nero q.b.', 'Basilico q.b.']"
Sfoglie alle olive con capesante e crema di asparagi,ANTIPASTI,"['Sfoglie alle olive 12', 'Capesante pulite 12', 'Succo di limone ½', 'Succo di pompelmo ½', 'Asparagi 300 g', 'Olio extravergine di oliva q.b.', 'Sale fino q.b.', 'Aglio 1 spicchio']"
Salmone alla griglia con insalata di cous cous,SECONDI PIATTI,"['Filetto di salmone 800 g', 'Cous cous precotto 200 g', 'Carote 200 g', 'Peperoni rossi 100 g', 'Fagiolini 100 g', 'Olio di sesamo 10 g', 'Sale fino 1 pizzico', 'Pepe nero 1 pizzico', 'Pistacchi tostati 30 g', 'Carote 1', 'Porri 1', 'Zenzero fresco 30 g', 'Cannella in stecche 1', 'Cardamomo q.b.', 'Pepe nero in grani q.b.', 'Sale grosso 5 g', 'Acqua 1,5 l']"
